url,entity_1,entity_2,relationship,score
https://www.reuters.com/business/aerospace-defense/saab-gets-768-mln-order-defence-equipment-2023-02-24/,saab,carl-gustaf,developer of,0.9996287822723388
https://www.reuters.com/business/aerospace-defense/saab-gets-768-mln-order-defence-equipment-2023-02-24/,saab,rbs 70 ng,developer of,0.9995107650756836
https://www.reuters.com/business/aerospace-defense/saab-gets-768-mln-order-defence-equipment-2023-02-24/,saab,giraffe 1x,developer of,0.9992468357086182
https://www.reuters.com/business/autos-transportation/mercedes-plans-sell-auto-driving-assistant-drive-pilot-china-spiegel-2023-02-24/,mercedes,drive pilot,developer of,2.99167400598526
https://www.reuters.com/business/autos-transportation/volkswagen-build-own-plant-us-scout-brand-automobilwoche-2023-02-24/,volkswagen group,audi,owner of,0.9997031092643738
https://www.reuters.com/business/healthcare-pharmaceuticals/moderna-enters-rd-collaboration-mrna-gene-editing-therapies-2023-02-22/,moderna inc,life edit therapeutics inc,partner of,1.9977591037750244
https://www.reuters.com/business/healthcare-pharmaceuticals/modernas-combination-skin-cancer-therapy-receives-fdas-breakthrough-tag-2023-02-22/,moderna inc,merck & co inc,partner of,0.9993783831596376
https://www.reuters.com/business/retail-consumer/aldi-uk-recruit-6000-after-strong-christmas-trading-2023-02-16/,aldi,morrisons,competitor,2.9983036518096924
https://www.reuters.com/business/retail-consumer/aldi-uk-recruit-6000-after-strong-christmas-trading-2023-02-16/,lidl,morrisons,competitor,1.998453140258789
https://www.reuters.com/business/retail-consumer/aldi-uk-recruit-6000-after-strong-christmas-trading-2023-02-16/,lidl,tesco,competitor,0.9996975660324096
https://www.reuters.com/business/retail-consumer/aldi-uk-recruit-6000-after-strong-christmas-trading-2023-02-16/,aldi,tesco,competitor,0.9996781349182128
https://www.reuters.com/business/retail-consumer/aldi-uk-recruit-6000-after-strong-christmas-trading-2023-02-16/,lidl,asda,competitor,0.9996635317802428
https://www.reuters.com/business/retail-consumer/aldi-uk-recruit-6000-after-strong-christmas-trading-2023-02-16/,aldi,asda,competitor,0.9996476769447328
https://www.reuters.com/business/retail-consumer/aldi-uk-recruit-6000-after-strong-christmas-trading-2023-02-16/,lidl,sainsbury's,competitor,0.9996461868286132
https://www.reuters.com/business/retail-consumer/aldi-uk-recruit-6000-after-strong-christmas-trading-2023-02-16/,aldi,sainsbury's,competitor,0.9996433854103088
https://www.reuters.com/business/retail-consumer/bath-body-works-adds-second-new-director-amid-pressure-third-point-2023-02-21/,third point,bath & body works,investor in,1.9967636466026306
https://www.reuters.com/business/retail-consumer/bath-body-works-adds-second-new-director-amid-pressure-third-point-2023-02-21/,halyard health,avanos medical,rebranded as,0.9957473278045654
https://www.reuters.com/lifestyle/science/nasa-spacex-postpone-launch-next-space-station-crew-2023-02-27/,nasa,spacex,partner of,1.9957653284072876
https://www.reuters.com/lifestyle/science/nasa-spacex-postpone-launch-next-space-station-crew-2023-02-27/,nasa,roscosmos,partner of,0.9994284510612488
https://www.suasnews.com/2023/02/uavos-gradeone-group-launch-strategic-partnership/,uavos,haps apusduo,developer of,0.9997249841690063
https://www.suasnews.com/2023/02/uavos-gradeone-group-launch-strategic-partnership/,edge,gradeone group,owner of,0.9965280890464784
